date,category,turnover_millions
1992-04-01,"Clothing, footwear and personal accessory retailing",733.0
1992-05-01,"Clothing, footwear and personal accessory retailing",745.8
1992-06-01,"Clothing, footwear and personal accessory retailing",733.7
1992-07-01,"Clothing, footwear and personal accessory retailing",735.2
1992-08-01,"Clothing, footwear and personal accessory retailing",704.1
1992-09-01,"Clothing, footwear and personal accessory retailing",703.6
1992-10-01,"Clothing, footwear and personal accessory retailing",723.6
1992-11-01,"Clothing, footwear and personal accessory retailing",720.4
1992-12-01,"Clothing, footwear and personal accessory retailing",710.4
1993-01-01,"Clothing, footwear and personal accessory retailing",711.5
1993-02-01,"Clothing, footwear and personal accessory retailing",707.2
1993-03-01,"Clothing, footwear and personal accessory retailing",702.1
1993-04-01,"Clothing, footwear and personal accessory retailing",677.6
1993-05-01,"Clothing, footwear and personal accessory retailing",709.4
1993-06-01,"Clothing, footwear and personal accessory retailing",722.5
1993-07-01,"Clothing, footwear and personal accessory retailing",711.6
1993-08-01,"Clothing, footwear and personal accessory retailing",707.2
1993-09-01,"Clothing, footwear and personal accessory retailing",705.4
1993-10-01,"Clothing, footwear and personal accessory retailing",699.5
1993-11-01,"Clothing, footwear and personal accessory retailing",722.0
1993-12-01,"Clothing, footwear and personal accessory retailing",731.1
1994-01-01,"Clothing, footwear and personal accessory retailing",713.4
1994-02-01,"Clothing, footwear and personal accessory retailing",718.2
1994-03-01,"Clothing, footwear and personal accessory retailing",735.8
1994-04-01,"Clothing, footwear and personal accessory retailing",735.2
1994-05-01,"Clothing, footwear and personal accessory retailing",720.6
1994-06-01,"Clothing, footwear and personal accessory retailing",703.8
1994-07-01,"Clothing, footwear and personal accessory retailing",710.0
1994-08-01,"Clothing, footwear and personal accessory retailing",736.8
1994-09-01,"Clothing, footwear and personal accessory retailing",747.5
1994-10-01,"Clothing, footwear and personal accessory retailing",750.6
1994-11-01,"Clothing, footwear and personal accessory retailing",744.1
1994-12-01,"Clothing, footwear and personal accessory retailing",731.0
1995-01-01,"Clothing, footwear and personal accessory retailing",750.1
1995-02-01,"Clothing, footwear and personal accessory retailing",763.1
1995-03-01,"Clothing, footwear and personal accessory retailing",760.6
1995-04-01,"Clothing, footwear and personal accessory retailing",787.9
1995-05-01,"Clothing, footwear and personal accessory retailing",748.2
1995-06-01,"Clothing, footwear and personal accessory retailing",774.5
1995-07-01,"Clothing, footwear and personal accessory retailing",761.6
1995-08-01,"Clothing, footwear and personal accessory retailing",776.2
1995-09-01,"Clothing, footwear and personal accessory retailing",781.2
1995-10-01,"Clothing, footwear and personal accessory retailing",772.3
1995-11-01,"Clothing, footwear and personal accessory retailing",776.9
1995-12-01,"Clothing, footwear and personal accessory retailing",788.9
1996-01-01,"Clothing, footwear and personal accessory retailing",792.5
1996-02-01,"Clothing, footwear and personal accessory retailing",786.5
1996-03-01,"Clothing, footwear and personal accessory retailing",789.5
1996-04-01,"Clothing, footwear and personal accessory retailing",789.4
1996-05-01,"Clothing, footwear and personal accessory retailing",778.5
1996-06-01,"Clothing, footwear and personal accessory retailing",791.0
1996-07-01,"Clothing, footwear and personal accessory retailing",803.7
1996-08-01,"Clothing, footwear and personal accessory retailing",793.5
1996-09-01,"Clothing, footwear and personal accessory retailing",785.7
1996-10-01,"Clothing, footwear and personal accessory retailing",787.7
1996-11-01,"Clothing, footwear and personal accessory retailing",774.2
1996-12-01,"Clothing, footwear and personal accessory retailing",788.7
1997-01-01,"Clothing, footwear and personal accessory retailing",802.6
1997-02-01,"Clothing, footwear and personal accessory retailing",791.0
1997-03-01,"Clothing, footwear and personal accessory retailing",793.6
1997-04-01,"Clothing, footwear and personal accessory retailing",786.1
1997-05-01,"Clothing, footwear and personal accessory retailing",817.9
1997-06-01,"Clothing, footwear and personal accessory retailing",797.4
1997-07-01,"Clothing, footwear and personal accessory retailing",806.8
1997-08-01,"Clothing, footwear and personal accessory retailing",802.1
1997-09-01,"Clothing, footwear and personal accessory retailing",811.8
1997-10-01,"Clothing, footwear and personal accessory retailing",820.7
1997-11-01,"Clothing, footwear and personal accessory retailing",837.5
1997-12-01,"Clothing, footwear and personal accessory retailing",831.9
1998-01-01,"Clothing, footwear and personal accessory retailing",828.9
1998-02-01,"Clothing, footwear and personal accessory retailing",844.5
1998-03-01,"Clothing, footwear and personal accessory retailing",832.9
1998-04-01,"Clothing, footwear and personal accessory retailing",856.1
1998-05-01,"Clothing, footwear and personal accessory retailing",876.9
1998-06-01,"Clothing, footwear and personal accessory retailing",879.4
1998-07-01,"Clothing, footwear and personal accessory retailing",903.1
1998-08-01,"Clothing, footwear and personal accessory retailing",903.2
1998-09-01,"Clothing, footwear and personal accessory retailing",901.0
1998-10-01,"Clothing, footwear and personal accessory retailing",906.4
1998-11-01,"Clothing, footwear and personal accessory retailing",901.3
1998-12-01,"Clothing, footwear and personal accessory retailing",898.3
1999-01-01,"Clothing, footwear and personal accessory retailing",906.4
1999-02-01,"Clothing, footwear and personal accessory retailing",916.4
1999-03-01,"Clothing, footwear and personal accessory retailing",940.1
1999-04-01,"Clothing, footwear and personal accessory retailing",966.5
1999-05-01,"Clothing, footwear and personal accessory retailing",928.7
1999-06-01,"Clothing, footwear and personal accessory retailing",957.8
1999-07-01,"Clothing, footwear and personal accessory retailing",934.2
1999-08-01,"Clothing, footwear and personal accessory retailing",979.4
1999-09-01,"Clothing, footwear and personal accessory retailing",973.3
1999-10-01,"Clothing, footwear and personal accessory retailing",970.4
1999-11-01,"Clothing, footwear and personal accessory retailing",981.6
1999-12-01,"Clothing, footwear and personal accessory retailing",971.1
2000-01-01,"Clothing, footwear and personal accessory retailing",955.4
2000-02-01,"Clothing, footwear and personal accessory retailing",917.2
2000-03-01,"Clothing, footwear and personal accessory retailing",944.3
2000-04-01,"Clothing, footwear and personal accessory retailing",951.5
2000-05-01,"Clothing, footwear and personal accessory retailing",977.8
2000-06-01,"Clothing, footwear and personal accessory retailing",1147.0
2000-07-01,"Clothing, footwear and personal accessory retailing",852.9
2000-08-01,"Clothing, footwear and personal accessory retailing",924.8
2000-09-01,"Clothing, footwear and personal accessory retailing",1018.5
2000-10-01,"Clothing, footwear and personal accessory retailing",953.5
2000-11-01,"Clothing, footwear and personal accessory retailing",967.8
2000-12-01,"Clothing, footwear and personal accessory retailing",1001.5
2001-01-01,"Clothing, footwear and personal accessory retailing",988.4
2001-02-01,"Clothing, footwear and personal accessory retailing",994.2
2001-03-01,"Clothing, footwear and personal accessory retailing",1014.9
2001-04-01,"Clothing, footwear and personal accessory retailing",1051.0
2001-05-01,"Clothing, footwear and personal accessory retailing",1034.9
2001-06-01,"Clothing, footwear and personal accessory retailing",1026.7
2001-07-01,"Clothing, footwear and personal accessory retailing",1037.9
2001-08-01,"Clothing, footwear and personal accessory retailing",1025.0
2001-09-01,"Clothing, footwear and personal accessory retailing",1030.8
2001-10-01,"Clothing, footwear and personal accessory retailing",1060.9
2001-11-01,"Clothing, footwear and personal accessory retailing",1062.3
2001-12-01,"Clothing, footwear and personal accessory retailing",1089.4
2002-01-01,"Clothing, footwear and personal accessory retailing",1110.3
2002-02-01,"Clothing, footwear and personal accessory retailing",1115.1
2002-03-01,"Clothing, footwear and personal accessory retailing",1112.7
2002-04-01,"Clothing, footwear and personal accessory retailing",1103.7
2002-05-01,"Clothing, footwear and personal accessory retailing",1120.1
2002-06-01,"Clothing, footwear and personal accessory retailing",1077.3
2002-07-01,"Clothing, footwear and personal accessory retailing",1095.1
2002-08-01,"Clothing, footwear and personal accessory retailing",1134.6
2002-09-01,"Clothing, footwear and personal accessory retailing",1135.8
2002-10-01,"Clothing, footwear and personal accessory retailing",1137.0
2002-11-01,"Clothing, footwear and personal accessory retailing",1177.9
2002-12-01,"Clothing, footwear and personal accessory retailing",1170.6
2003-01-01,"Clothing, footwear and personal accessory retailing",1145.4
2003-02-01,"Clothing, footwear and personal accessory retailing",1152.5
2003-03-01,"Clothing, footwear and personal accessory retailing",1167.0
2003-04-01,"Clothing, footwear and personal accessory retailing",1208.5
2003-05-01,"Clothing, footwear and personal accessory retailing",1171.1
2003-06-01,"Clothing, footwear and personal accessory retailing",1184.9
2003-07-01,"Clothing, footwear and personal accessory retailing",1190.3
2003-08-01,"Clothing, footwear and personal accessory retailing",1195.9
2003-09-01,"Clothing, footwear and personal accessory retailing",1209.4
2003-10-01,"Clothing, footwear and personal accessory retailing",1231.8
2003-11-01,"Clothing, footwear and personal accessory retailing",1251.9
2003-12-01,"Clothing, footwear and personal accessory retailing",1251.6
2004-01-01,"Clothing, footwear and personal accessory retailing",1248.7
2004-02-01,"Clothing, footwear and personal accessory retailing",1250.7
2004-03-01,"Clothing, footwear and personal accessory retailing",1227.3
2004-04-01,"Clothing, footwear and personal accessory retailing",1254.4
2004-05-01,"Clothing, footwear and personal accessory retailing",1272.1
2004-06-01,"Clothing, footwear and personal accessory retailing",1300.0
2004-07-01,"Clothing, footwear and personal accessory retailing",1293.8
2004-08-01,"Clothing, footwear and personal accessory retailing",1290.2
2004-09-01,"Clothing, footwear and personal accessory retailing",1308.3
2004-10-01,"Clothing, footwear and personal accessory retailing",1288.4
2004-11-01,"Clothing, footwear and personal accessory retailing",1280.1
2004-12-01,"Clothing, footwear and personal accessory retailing",1294.1
2005-01-01,"Clothing, footwear and personal accessory retailing",1327.2
2005-02-01,"Clothing, footwear and personal accessory retailing",1309.7
2005-03-01,"Clothing, footwear and personal accessory retailing",1322.7
2005-04-01,"Clothing, footwear and personal accessory retailing",1270.1
2005-05-01,"Clothing, footwear and personal accessory retailing",1320.2
2005-06-01,"Clothing, footwear and personal accessory retailing",1342.8
2005-07-01,"Clothing, footwear and personal accessory retailing",1309.8
2005-08-01,"Clothing, footwear and personal accessory retailing",1335.7
2005-09-01,"Clothing, footwear and personal accessory retailing",1344.2
2005-10-01,"Clothing, footwear and personal accessory retailing",1333.2
2005-11-01,"Clothing, footwear and personal accessory retailing",1329.4
2005-12-01,"Clothing, footwear and personal accessory retailing",1321.3
2006-01-01,"Clothing, footwear and personal accessory retailing",1347.7
2006-02-01,"Clothing, footwear and personal accessory retailing",1344.5
2006-03-01,"Clothing, footwear and personal accessory retailing",1344.9
2006-04-01,"Clothing, footwear and personal accessory retailing",1370.3
2006-05-01,"Clothing, footwear and personal accessory retailing",1361.9
2006-06-01,"Clothing, footwear and personal accessory retailing",1378.5
2006-07-01,"Clothing, footwear and personal accessory retailing",1385.3
2006-08-01,"Clothing, footwear and personal accessory retailing",1405.4
2006-09-01,"Clothing, footwear and personal accessory retailing",1419.1
2006-10-01,"Clothing, footwear and personal accessory retailing",1425.4
2006-11-01,"Clothing, footwear and personal accessory retailing",1406.9
2006-12-01,"Clothing, footwear and personal accessory retailing",1412.1
2007-01-01,"Clothing, footwear and personal accessory retailing",1419.9
2007-02-01,"Clothing, footwear and personal accessory retailing",1442.5
2007-03-01,"Clothing, footwear and personal accessory retailing",1465.1
2007-04-01,"Clothing, footwear and personal accessory retailing",1456.1
2007-05-01,"Clothing, footwear and personal accessory retailing",1416.6
2007-06-01,"Clothing, footwear and personal accessory retailing",1503.1
2007-07-01,"Clothing, footwear and personal accessory retailing",1510.6
2007-08-01,"Clothing, footwear and personal accessory retailing",1498.4
2007-09-01,"Clothing, footwear and personal accessory retailing",1498.1
2007-10-01,"Clothing, footwear and personal accessory retailing",1525.0
2007-11-01,"Clothing, footwear and personal accessory retailing",1533.7
2007-12-01,"Clothing, footwear and personal accessory retailing",1519.8
2008-01-01,"Clothing, footwear and personal accessory retailing",1512.1
2008-02-01,"Clothing, footwear and personal accessory retailing",1526.8
2008-03-01,"Clothing, footwear and personal accessory retailing",1503.5
2008-04-01,"Clothing, footwear and personal accessory retailing",1541.7
2008-05-01,"Clothing, footwear and personal accessory retailing",1511.4
2008-06-01,"Clothing, footwear and personal accessory retailing",1465.7
2008-07-01,"Clothing, footwear and personal accessory retailing",1521.3
2008-08-01,"Clothing, footwear and personal accessory retailing",1521.5
2008-09-01,"Clothing, footwear and personal accessory retailing",1512.1
2008-10-01,"Clothing, footwear and personal accessory retailing",1503.7
2008-11-01,"Clothing, footwear and personal accessory retailing",1525.7
2008-12-01,"Clothing, footwear and personal accessory retailing",1593.1
2009-01-01,"Clothing, footwear and personal accessory retailing",1587.6
2009-02-01,"Clothing, footwear and personal accessory retailing",1563.8
2009-03-01,"Clothing, footwear and personal accessory retailing",1661.3
2009-04-01,"Clothing, footwear and personal accessory retailing",1681.8
2009-05-01,"Clothing, footwear and personal accessory retailing",1690.0
2009-06-01,"Clothing, footwear and personal accessory retailing",1631.0
2009-07-01,"Clothing, footwear and personal accessory retailing",1599.9
2009-08-01,"Clothing, footwear and personal accessory retailing",1614.2
2009-09-01,"Clothing, footwear and personal accessory retailing",1598.2
2009-10-01,"Clothing, footwear and personal accessory retailing",1594.7
2009-11-01,"Clothing, footwear and personal accessory retailing",1659.8
2009-12-01,"Clothing, footwear and personal accessory retailing",1590.6
2010-01-01,"Clothing, footwear and personal accessory retailing",1625.4
2010-02-01,"Clothing, footwear and personal accessory retailing",1590.2
2010-03-01,"Clothing, footwear and personal accessory retailing",1597.7
2010-04-01,"Clothing, footwear and personal accessory retailing",1611.5
2010-05-01,"Clothing, footwear and personal accessory retailing",1633.0
2010-06-01,"Clothing, footwear and personal accessory retailing",1622.4
2010-07-01,"Clothing, footwear and personal accessory retailing",1652.6
2010-08-01,"Clothing, footwear and personal accessory retailing",1645.3
2010-09-01,"Clothing, footwear and personal accessory retailing",1666.6
2010-10-01,"Clothing, footwear and personal accessory retailing",1591.5
2010-11-01,"Clothing, footwear and personal accessory retailing",1612.8
2010-12-01,"Clothing, footwear and personal accessory retailing",1624.4
2011-01-01,"Clothing, footwear and personal accessory retailing",1575.5
2011-02-01,"Clothing, footwear and personal accessory retailing",1623.6
2011-03-01,"Clothing, footwear and personal accessory retailing",1616.7
2011-04-01,"Clothing, footwear and personal accessory retailing",1640.8
2011-05-01,"Clothing, footwear and personal accessory retailing",1614.8
2011-06-01,"Clothing, footwear and personal accessory retailing",1589.7
2011-07-01,"Clothing, footwear and personal accessory retailing",1552.9
2011-08-01,"Clothing, footwear and personal accessory retailing",1548.2
2011-09-01,"Clothing, footwear and personal accessory retailing",1549.8
2011-10-01,"Clothing, footwear and personal accessory retailing",1575.7
2011-11-01,"Clothing, footwear and personal accessory retailing",1577.5
2011-12-01,"Clothing, footwear and personal accessory retailing",1614.0
2012-01-01,"Clothing, footwear and personal accessory retailing",1621.9
2012-02-01,"Clothing, footwear and personal accessory retailing",1595.7
2012-03-01,"Clothing, footwear and personal accessory retailing",1629.3
2012-04-01,"Clothing, footwear and personal accessory retailing",1639.8
2012-05-01,"Clothing, footwear and personal accessory retailing",1657.9
2012-06-01,"Clothing, footwear and personal accessory retailing",1685.1
2012-07-01,"Clothing, footwear and personal accessory retailing",1675.0
2012-08-01,"Clothing, footwear and personal accessory retailing",1659.6
2012-09-01,"Clothing, footwear and personal accessory retailing",1638.9
2012-10-01,"Clothing, footwear and personal accessory retailing",1636.5
2012-11-01,"Clothing, footwear and personal accessory retailing",1631.7
2012-12-01,"Clothing, footwear and personal accessory retailing",1660.2
2013-01-01,"Clothing, footwear and personal accessory retailing",1668.1
2013-02-01,"Clothing, footwear and personal accessory retailing",1697.9
2013-03-01,"Clothing, footwear and personal accessory retailing",1608.1
2013-04-01,"Clothing, footwear and personal accessory retailing",1661.1
2013-05-01,"Clothing, footwear and personal accessory retailing",1682.8
2013-06-01,"Clothing, footwear and personal accessory retailing",1689.0
2013-07-01,"Clothing, footwear and personal accessory retailing",1712.6
2013-08-01,"Clothing, footwear and personal accessory retailing",1744.4
2013-09-01,"Clothing, footwear and personal accessory retailing",1782.9
2013-10-01,"Clothing, footwear and personal accessory retailing",1794.2
2013-11-01,"Clothing, footwear and personal accessory retailing",1822.8
2013-12-01,"Clothing, footwear and personal accessory retailing",1761.4
2014-01-01,"Clothing, footwear and personal accessory retailing",1772.9
2014-02-01,"Clothing, footwear and personal accessory retailing",1790.6
2014-03-01,"Clothing, footwear and personal accessory retailing",1768.5
2014-04-01,"Clothing, footwear and personal accessory retailing",1758.0
2014-05-01,"Clothing, footwear and personal accessory retailing",1731.5
2014-06-01,"Clothing, footwear and personal accessory retailing",1743.3
2014-07-01,"Clothing, footwear and personal accessory retailing",1753.3
2014-08-01,"Clothing, footwear and personal accessory retailing",1771.7
2014-09-01,"Clothing, footwear and personal accessory retailing",1783.8
2014-10-01,"Clothing, footwear and personal accessory retailing",1801.5
2014-11-01,"Clothing, footwear and personal accessory retailing",1782.3
2014-12-01,"Clothing, footwear and personal accessory retailing",1828.1
2015-01-01,"Clothing, footwear and personal accessory retailing",1829.8
2015-02-01,"Clothing, footwear and personal accessory retailing",1835.5
2015-03-01,"Clothing, footwear and personal accessory retailing",1873.4
2015-04-01,"Clothing, footwear and personal accessory retailing",1903.8
2015-05-01,"Clothing, footwear and personal accessory retailing",1877.4
2015-06-01,"Clothing, footwear and personal accessory retailing",1822.3
2015-07-01,"Clothing, footwear and personal accessory retailing",1898.7
2015-08-01,"Clothing, footwear and personal accessory retailing",1882.4
2015-09-01,"Clothing, footwear and personal accessory retailing",1895.8
2015-10-01,"Clothing, footwear and personal accessory retailing",1888.7
2015-11-01,"Clothing, footwear and personal accessory retailing",1887.6
2015-12-01,"Clothing, footwear and personal accessory retailing",1917.9
2016-01-01,"Clothing, footwear and personal accessory retailing",1936.1
2016-02-01,"Clothing, footwear and personal accessory retailing",1955.9
2016-03-01,"Clothing, footwear and personal accessory retailing",1976.2
2016-04-01,"Clothing, footwear and personal accessory retailing",1979.5
2016-05-01,"Clothing, footwear and personal accessory retailing",1937.0
2016-06-01,"Clothing, footwear and personal accessory retailing",2003.4
2016-07-01,"Clothing, footwear and personal accessory retailing",2004.4
2016-08-01,"Clothing, footwear and personal accessory retailing",1998.3
2016-09-01,"Clothing, footwear and personal accessory retailing",2008.9
2016-10-01,"Clothing, footwear and personal accessory retailing",1986.9
2016-11-01,"Clothing, footwear and personal accessory retailing",1980.9
2016-12-01,"Clothing, footwear and personal accessory retailing",2049.5
2017-01-01,"Clothing, footwear and personal accessory retailing",2030.8
2017-02-01,"Clothing, footwear and personal accessory retailing",1972.2
2017-03-01,"Clothing, footwear and personal accessory retailing",1982.8
2017-04-01,"Clothing, footwear and personal accessory retailing",2009.3
2017-05-01,"Clothing, footwear and personal accessory retailing",2017.8
2017-06-01,"Clothing, footwear and personal accessory retailing",2009.2
2017-07-01,"Clothing, footwear and personal accessory retailing",2046.4
2017-08-01,"Clothing, footwear and personal accessory retailing",2020.8
2017-09-01,"Clothing, footwear and personal accessory retailing",2012.3
2017-10-01,"Clothing, footwear and personal accessory retailing",2011.2
2017-11-01,"Clothing, footwear and personal accessory retailing",2022.8
2017-12-01,"Clothing, footwear and personal accessory retailing",2054.8
2018-01-01,"Clothing, footwear and personal accessory retailing",2047.5
2018-02-01,"Clothing, footwear and personal accessory retailing",2070.7
2018-03-01,"Clothing, footwear and personal accessory retailing",2041.4
2018-04-01,"Clothing, footwear and personal accessory retailing",2051.3
2018-05-01,"Clothing, footwear and personal accessory retailing",2107.1
2018-06-01,"Clothing, footwear and personal accessory retailing",2109.7
2018-07-01,"Clothing, footwear and personal accessory retailing",2084.3
2018-08-01,"Clothing, footwear and personal accessory retailing",2101.9
2018-09-01,"Clothing, footwear and personal accessory retailing",2082.7
2018-10-01,"Clothing, footwear and personal accessory retailing",2138.4
2018-11-01,"Clothing, footwear and personal accessory retailing",2091.7
2018-12-01,"Clothing, footwear and personal accessory retailing",2110.1
2019-01-01,"Clothing, footwear and personal accessory retailing",2110.9
2019-02-01,"Clothing, footwear and personal accessory retailing",2148.0
2019-03-01,"Clothing, footwear and personal accessory retailing",2145.3
2019-04-01,"Clothing, footwear and personal accessory retailing",2123.9
2019-05-01,"Clothing, footwear and personal accessory retailing",2149.3
2019-06-01,"Clothing, footwear and personal accessory retailing",2179.2
2019-07-01,"Clothing, footwear and personal accessory retailing",2168.9
2019-08-01,"Clothing, footwear and personal accessory retailing",2206.3
2019-09-01,"Clothing, footwear and personal accessory retailing",2184.0
2019-10-01,"Clothing, footwear and personal accessory retailing",2176.6
2019-11-01,"Clothing, footwear and personal accessory retailing",2162.7
2019-12-01,"Clothing, footwear and personal accessory retailing",2207.3
2020-01-01,"Clothing, footwear and personal accessory retailing",2180.1
2020-02-01,"Clothing, footwear and personal accessory retailing",2104.0
2020-03-01,"Clothing, footwear and personal accessory retailing",1601.0
2020-04-01,"Clothing, footwear and personal accessory retailing",753.3
2020-05-01,"Clothing, footwear and personal accessory retailing",1726.5
2020-06-01,"Clothing, footwear and personal accessory retailing",2090.3
2020-07-01,"Clothing, footwear and personal accessory retailing",2257.1
2020-08-01,"Clothing, footwear and personal accessory retailing",1992.2
2020-09-01,"Clothing, footwear and personal accessory retailing",1969.7
2020-10-01,"Clothing, footwear and personal accessory retailing",2118.5
2020-11-01,"Clothing, footwear and personal accessory retailing",2497.3
2020-12-01,"Clothing, footwear and personal accessory retailing",2464.4
2021-01-01,"Clothing, footwear and personal accessory retailing",2350.8
2021-02-01,"Clothing, footwear and personal accessory retailing",2383.9
2021-03-01,"Clothing, footwear and personal accessory retailing",2483.5
2021-04-01,"Clothing, footwear and personal accessory retailing",2531.8
2021-05-01,"Clothing, footwear and personal accessory retailing",2527.4
2021-06-01,"Clothing, footwear and personal accessory retailing",2305.9
2021-07-01,"Clothing, footwear and personal accessory retailing",1973.2
2021-08-01,"Clothing, footwear and personal accessory retailing",1629.1
2021-09-01,"Clothing, footwear and personal accessory retailing",1757.2
2021-10-01,"Clothing, footwear and personal accessory retailing",2227.2
2021-11-01,"Clothing, footwear and personal accessory retailing",2855.8
2021-12-01,"Clothing, footwear and personal accessory retailing",2648.7
2022-01-01,"Clothing, footwear and personal accessory retailing",2529.4
2022-02-01,"Clothing, footwear and personal accessory retailing",2802.4
2022-03-01,"Clothing, footwear and personal accessory retailing",2841.2
2022-04-01,"Clothing, footwear and personal accessory retailing",2894.3
2022-05-01,"Clothing, footwear and personal accessory retailing",2883.2
2022-06-01,"Clothing, footwear and personal accessory retailing",2942.5
2022-07-01,"Clothing, footwear and personal accessory retailing",2980.6
2022-08-01,"Clothing, footwear and personal accessory retailing",2949.4
2022-09-01,"Clothing, footwear and personal accessory retailing",2983.8
2022-10-01,"Clothing, footwear and personal accessory retailing",2979.9
2022-11-01,"Clothing, footwear and personal accessory retailing",3028.8
2022-12-01,"Clothing, footwear and personal accessory retailing",2861.5
2023-01-01,"Clothing, footwear and personal accessory retailing",2991.5
2023-02-01,"Clothing, footwear and personal accessory retailing",2965.9
2023-03-01,"Clothing, footwear and personal accessory retailing",2964.7
2023-04-01,"Clothing, footwear and personal accessory retailing",3016.5
2023-05-01,"Clothing, footwear and personal accessory retailing",2998.0
2023-06-01,"Clothing, footwear and personal accessory retailing",2926.1
2023-07-01,"Clothing, footwear and personal accessory retailing",2959.3
2023-08-01,"Clothing, footwear and personal accessory retailing",2985.2
2023-09-01,"Clothing, footwear and personal accessory retailing",3002.4
2023-10-01,"Clothing, footwear and personal accessory retailing",2968.8
2023-11-01,"Clothing, footwear and personal accessory retailing",3007.0
2023-12-01,"Clothing, footwear and personal accessory retailing",2875.8
2024-01-01,"Clothing, footwear and personal accessory retailing",2944.4
2024-02-01,"Clothing, footwear and personal accessory retailing",3080.9
2024-03-01,"Clothing, footwear and personal accessory retailing",2945.6
2024-04-01,"Clothing, footwear and personal accessory retailing",2962.3
2024-05-01,"Clothing, footwear and personal accessory retailing",2993.3
2024-06-01,"Clothing, footwear and personal accessory retailing",2982.0
2024-07-01,"Clothing, footwear and personal accessory retailing",2994.5
2024-08-01,"Clothing, footwear and personal accessory retailing",3033.4
2024-09-01,"Clothing, footwear and personal accessory retailing",3030.4
2024-10-01,"Clothing, footwear and personal accessory retailing",3019.5
2024-11-01,"Clothing, footwear and personal accessory retailing",3061.7
2024-12-01,"Clothing, footwear and personal accessory retailing",3015.5
2025-01-01,"Clothing, footwear and personal accessory retailing",3082.2
2025-02-01,"Clothing, footwear and personal accessory retailing",3096.0
2025-03-01,"Clothing, footwear and personal accessory retailing",3093.8
2025-04-01,"Clothing, footwear and personal accessory retailing",3007.9
2025-05-01,"Clothing, footwear and personal accessory retailing",3113.4
2025-06-01,"Clothing, footwear and personal accessory retailing",3160.4
1982-04-01,Department stores,480.4
1982-05-01,Department stores,489.9
1982-06-01,Department stores,479.8
1982-07-01,Department stores,476.9
1982-08-01,Department stores,516.1
1982-09-01,Department stores,485.3
1982-10-01,Department stores,483.0
1982-11-01,Department stores,488.8
1982-12-01,Department stores,479.2
1983-01-01,Department stores,470.4
1983-02-01,Department stores,503.3
1983-03-01,Department stores,503.3
1983-04-01,Department stores,537.5
1983-05-01,Department stores,494.0
1983-06-01,Department stores,505.2
1983-07-01,Department stores,507.4
1983-08-01,Department stores,516.8
1983-09-01,Department stores,508.2
1983-10-01,Department stores,526.6
1983-11-01,Department stores,521.0
1983-12-01,Department stores,515.2
1984-01-01,Department stores,510.0
1984-02-01,Department stores,531.1
1984-03-01,Department stores,534.6
1984-04-01,Department stores,542.3
1984-05-01,Department stores,547.7
1984-06-01,Department stores,545.6
1984-07-01,Department stores,593.7
1984-08-01,Department stores,559.4
1984-09-01,Department stores,579.5
1984-10-01,Department stores,576.9
1984-11-01,Department stores,578.2
1984-12-01,Department stores,581.0
1985-01-01,Department stores,596.2
1985-02-01,Department stores,607.1
1985-03-01,Department stores,604.6
1985-04-01,Department stores,624.7
1985-05-01,Department stores,656.1
1985-06-01,Department stores,633.0
1985-07-01,Department stores,636.6
1985-08-01,Department stores,639.6
1985-09-01,Department stores,646.4
1985-10-01,Department stores,649.0
1985-11-01,Department stores,644.3
1985-12-01,Department stores,652.3
1986-01-01,Department stores,664.1
1986-02-01,Department stores,647.9
1986-03-01,Department stores,625.8
1986-04-01,Department stores,643.8
1986-05-01,Department stores,705.7
1986-06-01,Department stores,632.6
1986-07-01,Department stores,690.2
1986-08-01,Department stores,688.8
1986-09-01,Department stores,705.9
1986-10-01,Department stores,685.1
1986-11-01,Department stores,669.6
1986-12-01,Department stores,715.7
1987-01-01,Department stores,705.8
1987-02-01,Department stores,702.8
1987-03-01,Department stores,711.8
1987-04-01,Department stores,708.2
1987-05-01,Department stores,710.3
1987-06-01,Department stores,723.2
1987-07-01,Department stores,760.9
1987-08-01,Department stores,724.3
1987-09-01,Department stores,714.1
1987-10-01,Department stores,720.6
1987-11-01,Department stores,720.0
1987-12-01,Department stores,739.3
1988-01-01,Department stores,758.8
1988-02-01,Department stores,739.4
1988-03-01,Department stores,748.9
1988-04-01,Department stores,766.4
1988-05-01,Department stores,764.7
1988-06-01,Department stores,757.3
1988-07-01,Department stores,752.6
1988-08-01,Department stores,754.4
1988-09-01,Department stores,765.3
1988-10-01,Department stores,784.3
1988-11-01,Department stores,795.5
1988-12-01,Department stores,791.0
1989-01-01,Department stores,779.7
1989-02-01,Department stores,762.1
1989-03-01,Department stores,788.6
1989-04-01,Department stores,780.5
1989-05-01,Department stores,774.3
1989-06-01,Department stores,808.7
1989-07-01,Department stores,806.9
1989-08-01,Department stores,816.5
1989-09-01,Department stores,810.1
1989-10-01,Department stores,807.1
1989-11-01,Department stores,829.4
1989-12-01,Department stores,819.0
1990-01-01,Department stores,817.6
1990-02-01,Department stores,811.1
1990-03-01,Department stores,821.7
1990-04-01,Department stores,821.3
1990-05-01,Department stores,812.2
1990-06-01,Department stores,853.7
1990-07-01,Department stores,818.3
1990-08-01,Department stores,846.4
1990-09-01,Department stores,824.7
1990-10-01,Department stores,814.9
1990-11-01,Department stores,827.8
1990-12-01,Department stores,827.1
1991-01-01,Department stores,818.0
1991-02-01,Department stores,835.4
